Sentences,class
නියමිත කාලය තුළ වාර්තාව ඉදිරිපත් කිරීම අවශ්‍ය වේ.,correct
දරුවන් ගමේ ඇළ අසල සෙල්ලම් කළහ.,correct
ලේකම්වරයා අධ්‍යක්ෂ මණ්ඩලය වෙත නව තොරතුරු දැන්වීය.,correct
ශිෂ්‍යයා පාසලේ පැවැත්වෙන සියලු කර්තව්‍යයන් සම්පූර්ණ කළේය.,correct
ගොවියෝ කාලානුරූපව බිම් සකස් කළහ.,correct
අධිකාරිය නව නීති ශ්‍රීඝ්‍රයෙන් ක්‍රියාත්මක කෙළේය.,correct
ඔහුගේ විද්‍යාත්මක ගවේෂණය වඩා දියුණු විය.,correct
ප්‍රදේශවාසීහු විපතට පත්වූවන්ට සහනය සැලසූහ.,correct
රාත්‍රියේදී තරු අහසේ දීප්තිමත්ව දිස් විය.,correct
පුස්තකාලය අද දින විවෘත කරන ලදී.,correct
කවියෝ තම මනෝභාවයන් අලංකාරව නිරූපණය කළහ.,correct
රජතුමා සාමය වෙත විශේෂ දැක්මක් ඇත.,correct
පන්සලෙහි භික්ෂූන් ධර්මය නිතර උගන්වති.,correct
නැවියන් මුහුදේ විශාල යාත්‍රාවක් පැදවූහ.,correct
සියලු ජනතාව සමෘද්ධිය සඳහා සක්‍රීයව දායක වෙති.,correct
කෞතුකාගාරයේ සිටින පුරාණ වස්තූන් ඉතා වටිනේය.,correct
පරිපාලන කටයුතු සම්බන්ධව ලිපියක් පිළියෙළ කරන ලදී.,correct
ගුරුතුමිය නව ශිල්පක්‍රම කෙරෙහි වඩාත් උනන්දු වූවාය.,correct
අපගේ ඓතිහාසික උරුමය නිරතුරුව සුරැකීමට උත්සාහ කළ යුතුය.,correct
නව රාජ්‍ය ආයතනය ඉදිරිපත් කළ යෝජනා පිළිගත්තේය.,correct
විද්‍යාඥයන් ග්‍රහලෝක පිළිබඳව වඩාත් පුළුල් විමර්ශන කළහ.,correct
උත්සවය සඳහා විශාල පිරිසක් අවම කාලයකින් එකතු වූහ.,correct
වාර්තාකරුවෝ සිද්ධිය පිළිබඳව ගැඹුරු අධ්‍යයනයක් පැවැත්වූහ.,correct
ගෞරවනීය අමුත්තන් සැමදෙනාටම සුහදව කතා කළෝය.,correct
මහජනතාව සිය අවශ්‍යතා වෙනුවෙන් සටන් කළෝය.,correct
අදහාගත නොහැකි සිදුවීම් දෛනිකව වාර්තා විය.,correct
විශාල සංවර්ධන ව්‍යාපෘති කඩිනමින් ඇරඹෙනු ඇත.,correct
ගෞරවය සහ අවධානය ඔහුට ලැබෙනු ඇත.,correct
ලෝකයේ සාමය වෙනුවෙන් සියලු උත්සාහයන් යොදවයි.,correct
ජනප්‍රිය ගායකයා අලංකාර ගීතයක් ගැයීය.,correct
පාලකයෝ නිතරම ජනතාවගේ දේ ඇසූහ.,correct
අළුතින් පත්වූ විදුහල්පතිතුමා පාසල වෙත ආවේය.,correct
ප්‍රශ්න පිළිබඳව ගැඹුරු විමර්ශනයක් පැවැත්වූ බව දනිමු.,correct
ඔවුන්ගේ නව ව්‍යාපාරය ඉක්මනින් සාර්ථක විය.,correct
සියලු සාමාජිකයින් රැස්වීම වෙත පැමිණියේය.,correct
රාජ්‍ය ආයතන වඩාත් ඵලදායී විය යුතුය.,correct
නිදහස් අධ්‍යාපනය වටිනා දීමනාවක් වන්නේය.,correct
නවීන තාක්ෂණය වේගයෙන් ලෝකය වෙත පැතිරෙන්නේය.,correct
පුරාණ ගිවිසුම් අද දින අවලංගු විය.,correct
කලාකරුවා අපූර්ව චිත්‍රයක් අඳිනු ලැබීය.,correct
දේශීය සංස්කෘතිය ඉහළින් සුරැකීම වැදගත්ය.,correct
භූමිකම්පාව හේතුවෙන් විශාල හානියක් සිදුවිය.,correct
වෛද්‍යවරයා රෝගියා පරෙස්සමින් පරීක්ෂා කළේය.,correct
නිලධාරීහු විශේෂ කාර්යයක් සඳහා පත් කරන ලදී.,correct
රාජ්‍ය සේවය සතුටින් ඉටු කළෝය.,correct
අද රාත්‍රියේදී ප්‍රබල සුළඟක් හමනු ඇත.,correct
කඳුකරයේ නිරතුරුව වර්ෂාව පතිත වන්නේය.,correct
යහපත් ආකල්ප සමාජයට වැදගත් විය.,correct
සෑම අතකින්ම විනය ක්‍රියාත්මක විය යුතුය.,correct
සභාව නව ව්‍යවස්ථාවක් පිළිගනු ලැබීය.,correct
වෙළඳාම විදේශ වෙළඳපොළ වෙත විහිදෙන්නේය.,correct
අතීතයේදී රජවරු යුද්ධ නිරතුරුව කළෝය.,correct
විද්‍යාත්මක ප්‍රගතිය සහනයක් ලබාදෙන්නේය.,correct
ග්‍රාමීය ජනතාව අද දින නගරය බලා ගියෝය.,correct
දේශපාලන පක්ෂ සිය අදහස් ප්‍රකාශ කළේය.,correct
නව සභාපතිවරයා සිය කාර්යයන් ආරම්භ කළේය.,correct
ඉතිහාසය අනාගතයට පාඩම් උගන්වන්නේය.,correct
ගුරුවරයා උත්සාහයෙන් සිසුන් වෙත දැනුම ලබා දුන්නේය.,correct
කාර්යාලයේ සියලු වැඩ වඩාත් පහසු විය.,correct
විද්‍යාත්මක පරීක්ෂණ නිවැරදිව පවත්වන ලදී.,correct
ඔවුන් විවේක කාලයේදී ධර්ම සාකච්ඡා කළහ.,correct
රාජ්‍යයේ ප්‍රගතිය ජනතාවට සැපතක් විය.,correct
සෙනෙහස අපගේ ජීවිතයට සුවයක් ලබාදෙයි.,correct
පුවත්පත් මගින් ජනතාවට තොරතුරු ලැබෙන්නේය.,correct
ඔහුගේ නිර්භීතකම සියල්ලන් විසින් ප්‍රශංසා විය.,correct
අපගේ උත්සාහය සාර්ථකත්වයට හේතු විය.,correct
නිර්මාණය අතිශය කලාත්මක විය යුතුය.,correct
විදේශ ආයෝජන නිරතුරුව මෙරටට පැමිණියේය.,correct
සමස්ත ජාතියම එක්සත් බව පෙන්වූහ.,correct
විහාරය වෙත නව පිළිමයක් පත් කෙරින.,correct
සෑම වසරකම අලුත් උත්සවයක් පැවැත්වේ.,correct
ඔබ ප්‍රඥාව මනාව පරිශීලනය කළේය.,correct
රහස් තොරතුරු රජයේ නිලධාරීන් දන්නේය.,correct
මෙම ප්‍රදේශය වෙත දුම්රිය පාරක් ඇත.,correct
සියලු පවුල් සන්තෝෂයෙන් ජීවත් වෙති.,correct
විචිත්‍රවත් වර්ණ පින්තූරය වෙත එකතු විය.,correct
කාර්ය මණ්ඩලය අවම කාලයකින් සූදානම් විය.,correct
නව සංශෝධන පාර්ලිමේන්තුවේ දී සාකච්ඡා විය.,correct
දක්ෂතාවය නිසා ඔහු ඉහළට යනු ඇත.,correct
අග්‍රාමාත්‍යතුමා ජනතාව වෙත පණිවිඩයක් එවීය.,correct
ඔවුන් විවිධ විද්‍යාත්මක තොරතුරු එකතු කළහ.,correct
ගැටළු පිළිබඳව විශාල සංවාදයක් ඇත.,correct
අධ්‍යාපන ක්ෂේත්‍රය වඩාත් ප්‍රබල විය යුතුය.,correct
මිනිස්සු සත්‍යය වෙනුවෙන් නිරතුරුව සිටියෝය.,correct
දරුවෝ පාසලේ ප්‍රදර්ශනයක් පැවැත්වූහ.,correct
අපගේ උරුමය අගය කිරීම අවශ්‍ය විය.,correct
රාජකාරී වගකීම් නියමිත කාලයේදී සම්පූර්ණ විය.,correct
ලෝකයේ ප්‍රශ්න ගැඹුරින් සාකච්ඡා කෙරේ.,correct
ව්‍යාපාරික අවස්ථා මෙරට තුළ බිහිවන්නේය.,correct
පරිසරය සුරැකීම සෑමගේම වගකීමක් විය.,correct
පුරවැසියන් සිය මූලික අයිතිවාසිකම් භුක්ති විඳිති.,correct
මහා වැසි නිසා ජල ගැලීම් සිදුවිය.,correct
පැරණි ගිවිසුම් කඩිනමින් අලුත් විය යුතුය.,correct
සියලු දෙනාම එකම අරමුණක් වෙත යොමු විය.,correct
යහපත් පාලනයක් නිරතුරුවම අවශ්‍ය විය.,correct
පාර්ලිමේන්තුවේ නව සංශෝධනයක් පිළිගන්නා ලදී.,correct
වෛද්‍ය සේවාවන් ග්‍රාමීය ප්‍රදේශ වෙත ළඟා විය.,correct
සමාජ සාධාරණත්වය සඳහා සටන් කිරීම වැදගත්ය.,correct
නළුවා උසස් රංගනයක් ඉදිරිපත් කළේය.,correct
විශාල ප්‍රතිසංස්කරණ දේශය තුළ සිදුවන්නේය.,correct
ගෞරවය සහ කීර්තිය ඔහුට හිමි විය.,correct
පුරාණ යුද්ධවල ඉතිහාසය අධ්‍යයනය කළ යුතුය.,correct
අපගේ උත්සාහය අනිවාර්යයෙන්ම සාර්ථක විය.,correct
නව තාක්ෂණික දැනුම සියලු වෙත පැතිරේ.,correct
කලින් කළ වැරදි පිළිබඳව නිරතුරුව සමාව ඇයැද සිටියේය.,correct
අපගේ විද්‍යාලය අධ්‍යාපන ක්ෂේත්‍රයේ ඉහළට නැඟී සිටියේය.,correct
ග්‍රාමීය දරුවෝ පාසල වෙත උදෑසන පැමිණීමට යුහුසුළු වෙති.,correct
එම ඓතිහාසික සිද්ධිය මුළු දේශයම හඳුනාගෙන ඇත.,correct
යහපත් ආණ්ඩුවක් නිතරම ජනතාවගේ දේ සැලකිල්ලට ගනී.,correct
පරිසරය සුරැකීම වෙනුවෙන් විශේෂ ව්‍යාපෘති ක්‍රියාත්මක විය.,correct
මහාචාර්යවරයා නව පර්යේෂණ නිමිත්තෙන් විද්‍යාගාරයේ සිටියේය.,correct
වෙළඳ පොළේ භාණ්ඩ මිල නිරතුරුවම ඉහළ යමින් තිබුණි.,correct
ඔවුන් විවිධ දේශපාලන ප්‍රශ්න ගැඹුරින් සාකච්ඡා කළෝය.,correct
ජාතික සංස්කෘතිය අපගේ ආත්මය බවට පත්වී ඇත.,correct
සූර්යයා උදාවන විට මහා අලෝකයක් පැතිරෙන්නේය.,correct
රාජ්‍ය ආදායම නිරතුරුවම ඉහළ නැංවීමට උත්සාහ කෙරේ.,correct
අපගේ දර්ශනය මුළු ලෝකයාටම යහපතක් විය.,correct
නව අධ්‍යාපන ක්‍රමයක් පාසල්වල ආරම්භ කරන ලදී.,correct
විශාල කර්මාන්ත ශාලා ගණනාවක් මෙරට තුළ පිහිටුවන ලදී.,correct
ලේඛකයා සිය නව ග්‍රන්ථය නිසොල්මනේ මුද්‍රණය කළෝය.,correct
ගෞරවය සහ උපහාරය සියල්ලන්ටම ලබාදීම අත්‍යවශ්‍ය වේ.,correct
නිලධාරීහු සියලු ලේඛන නිවැරදිව සැකසීම වෙත යොමු විය.,correct
ප්‍රදේශයේ ජනතාව ගංවතුර උවදුරින් විශාල පීඩාවට පත්වූහ.,correct
සතුරාගේ ක්‍රියාකාරකම් පිළිබඳව තොරතුරු රහසිගතව සෙවූහ.,correct
සිසුන් විද්‍යාත්මක තර්කය මනාව උපයෝගී කර ගන්නා ලදී.,correct
සෑම දෙයක්ම නියමිත කාලයේදී සම්පූර්ණ කිරීම අවශ්‍ය විය.,correct
රෝහලේ සේවය සඳහා නව වෛද්‍යවරයෙක් පැමිණියේය.,correct
ඔහුගේ දේශනය විශාල පිරිසක් විසින් සැලකිල්ලට ගන්නා ලදී.,correct
භික්ෂූන් වහන්සේලා වටිනා ධර්ම සාකච්ඡාවක් පැවැත්වූහ.,correct
සමාජයේ දුප්පත් ජනතාව වෙනුවෙන් විශේෂ වැඩසටහන් ඇත.,correct
වර්තමාන තත්ත්වය පිළිබඳව ගැඹුරු අධ්‍යයනයක් පැවැත්වීම අත්‍යවශ්‍ය වේ.,correct
අපගේ උරුමය සුරැකීම සෑමගේම උත්තරීතර වගකීමක් විය.,correct
විශාල පරිත්‍යාගශීලීන් පන්සලට විශේෂ ආධාරයක් ලබාදුන්හ.,correct
ඉදිරිපත් කළ යෝජනා සභාව විසින් පිළිගනු ලැබෙනු ඇත.,correct
දේශීය කර්මාන්ත නිරතුරුව සංවර්ධනය කිරීම අවශ්‍ය විය.,correct
නව ව්‍යාපාරික අවස්ථා දැන් මෙරට තුළ පවතිනේය.,correct
කලින් කළ වීඩියෝ පටය ජනප්‍රිය බවට පත්වූයේය.,correct
මිනිසුන් සිය මූලික අයිතිවාසිකම් වෙනුවෙන් දිගින් දිගටම සටන් කළෝය.,correct
රජයේ නිලධාරීන් රාජකාරි නියමිත කාලය තුළ සම්පූර්ණ කළෝය.,correct
පොත්පත් කියවීම මගින් දැනුම වඩාත් පුළුල් විය.,correct
දේශපාලන ක්ෂේත්‍රයේ විශාල ප්‍රතිසංස්කරණ සිදුකරනු ලැබෙනු ඇත.,correct
තරුණ සමූහයක් නව සමාජ වැඩසටහනක් ආරම්භ කළෝය.,correct
ඔහුගේ කතාව ජනතාවගේ සිත් දිනාගැනීමට හේතු විය.,correct
සමාජයේ පවතින දුක්ඛිත තත්ත්වය පිළිබඳව විශේෂ අවධානයක් ලබාදෙනු ඇත.,correct
ගුරුවරයා සියලු සිසුන් වෙත දැනුම සමසේ බෙදා දෙන්නේය.,correct
අපගේ උත්සාහය සාර්ථකත්වය වෙතට නිරතුරුවම යොමු විය.,correct
ඉදිරිපත් කළ යෝජනා අමාත්‍ය මණ්ඩලය විසින් සාකච්ඡා කෙරේ.,correct
විද්‍යාත්මක සංකල්ප දරුවන්ගේ අධ්‍යාපනයට එකතු විය.,correct
සෑම වසරකම පාසලේ ක්‍රීඩා උත්සවයක් සාර්ථකව පවත්වන ලදී.,correct
ජනතාව නිරතුරුව යහපත් පාලනයක් බලාපොරොත්තු වෙමින් සිටියෝය.,correct
රෝහලේ වෛද්‍ය සේවාවන් වඩාත් දියුණු විය යුතුය.,correct
පැරණි ගිවිසුම් අලුත් කිරීම පිළිබඳව සාකච්ඡා කළෝය.,correct
ඔවුන්ගේ නව ව්‍යාපෘතිය ලෝකයේ අවධානය දිනාගැනීමට හේතු විය.,correct
ලෝකයේ ප්‍රශ්න ගැඹුරින් අධ්‍යයනය කිරීම අවශ්‍ය වේ.,correct
සියලු දෙනාගේම සමගිය අපගේ ප්‍රධාන අරමුණක් විය.,correct
අදහාගත නොහැකි සංවර්ධන ව්‍යාපෘති කඩිනමින් ඇරඹෙනු ඇත.,correct
ඔහුගේ තීරණය මුළු සමාජයටම සුවයක් ලබාදෙනු ඇත.,correct
පුවත්පත් මගින් දේශපාලන තොරතුරු නිරතුරුව ලැබෙන්නේය.,correct
තරුණ සමූහයක් විශේෂ වීඩියෝ පටයක් නිර්මාණය කළෝය.,correct
රජයේ නව සංශෝධනයක් පාර්ලිමේන්තුව විසින් පිළිගනු ලැබුණි.,correct
වෛද්‍ය සේවාවන් ග්‍රාමීය ප්‍රදේශවලට වඩාත් ලං විය.,correct
සමාජ සාධාරණත්වය වෙනුවෙන් විශාල සටන් කිරීම අවශ්‍ය විය.,correct
කලාකරුවා අපූර්ව ශෛලියකින් චිත්‍රයක් අඳිනු ලැබීය.,correct
විශාල ප්‍රතිසංස්කරණ ඉදිරි කාලය තුළදී සිදුවන්නේය.,correct
සෑම පුරවැසියෙකුගේම අයිතිවාසිකම් සුරැකීම අත්‍යවශ්‍ය වේ.,correct
මහා වැසි නිසා කඳුකරයේ දැඩි හානියක් සිදුවිය.,correct
දේශීය සංස්කෘතිය අපගේ ජීවිතයට සැමදා සැනසිල්ලක් විය.,correct
සභාව නව අමාත්‍ය මණ්ඩලයක් පිළිගන්නා ලදී.,correct
ව්‍යාපාරික අවස්ථා විදේශ වෙළඳපොළට යොමු විය.,correct
ගෞරවය සහ උපහාරය සියලු දේශප්‍රේමීන්ට හිමි විය.,correct
පුරාණ යුද්ධවල ඉතිහාසය අධ්‍යයනය කිරීම වැදගත්ය.,correct
අපගේ උත්සාහය අනිවාර්යයෙන්ම ලෝකයා විසින් පිළිගනු ඇත.,correct
නව තාක්ෂණික දැනුම වඩාත් පුළුල්ව පැතිරේ.,correct
මහජනතාව සියලු දුක්ඛිත තත්ත්වයන්ට නිරතුරුව මුහුණ දුන්හ.,correct
සෑම දෙයක්ම නියමිත කාලය තුළ සම්පූර්ණ විය යුතුය.,correct
ජනතාව සිය අදහස් නිදහසේ ප්‍රකාශ කළෝය.,correct
පාසලේ ක්‍රීඩා උත්සවය ඉතා සාර්ථක විය.,correct
අධිකරණය අපරාධකරුවන්ට දඬුවම් නියම කළේය.,correct
විද්‍යාඥයෝ නව සොයාගැනීමක් ලෝකයට ඉදිරිපත් කළහ.,correct
පරිසරයේ පවතින සුන්දරත්වය සැමගේ මනස වෙත ඇදී යන්නේය.,correct
රාජ්‍යය සඳහා සාමය වඩාත් වැදගත් විය.,correct
දරුවෝ විවේක කාලයේදී ක්‍රීඩා කරනු ලැබූහ.,correct
රෝගියාට අවශ්‍ය වෛද්‍ය ප්‍රතිකාර ලබාදෙනු ඇත.,correct
ලෝකය වේගයෙන් වෙනස් වෙමින් පවතිනේය.,correct
උන්වහන්සේ නිරතුරුව ධර්මය දේශනා කළසේක.,correct
සෑම දෙයක්ම නිවැරදිව සැකසීම වෙත යොමු විය.,correct
නළුවා අතිශය දක්ෂතාවක් නිරූපණය කළේය.,correct
ඔවුන්ගේ නව ව්‍යාපාරය ඉක්මනින් ප්‍රසිද්ධ විය.,correct
වෙළඳාම විදේශ වෙළඳපොළවල් වෙත ව්‍යාප්ත විය.,correct
අධ්‍යාපන ක්ෂේත්‍රය වැඩි දියුණු කළ යුතුය.,correct
කමිටුව නව නීති පිළිබඳව සාකච්ඡා කළේය.,correct
සංචාරකයෝ විශාල පිරිසක් රටට පැමිණියෝය.,correct
පරිපාලන කටයුතු නිවැරදිව ඉදිරියට ගෙන යන්නේය.,correct
ගෞරවය සහ කීර්තිය ඔවුන්ට නිරතුරුවම ලැබුණි.,correct
නවීන තාක්ෂණය ජීවිතය වඩාත් පහසු කළේය.,correct
කඳුකරයේ නිරතුරුව සුන්දර දර්ශන ඇත.,correct
අපගේ සමාජය වඩාත් සාධාරණ විය යුතුය.,correct
විශාල පිරිසක් උත්සවය වෙත එකතු විය.,correct
රහස් තොරතුරු විමර්ශන කටයුතු සඳහා යොදා ගත්තේය.,correct
යහපත් පාලනයක් නිරතුරුවම දේශය වෙත අවශ්‍ය වේ.,correct
අමාත්‍ය මණ්ඩලය විසින් නව නීති පිළිගනු ලැබෙනු ඇත.,correct
ශ්‍රේෂ්ඨාධිකරණය අපරාධකරුවන්ට දඬුවම් නියම කිරීම නිවැරදි විය.,correct
දේශපාලන පක්ෂ සිය අදහස් වඩාත් ප්‍රබලව ප්‍රකාශ කළෝය.,correct
විද්‍යාඥයන් ග්‍රහලෝක පිළිබඳව වඩාත් ගැඹුරු අධ්‍යයන කළහ.,correct
ලෝකයේ ප්‍රගතිය සඳහා නව උපක්‍රම නිරතුරුව යෙදේ.,correct
ගුරුවරයා උත්සාහයෙන් සියලු සිසුන් වෙත දැනුම ලබාදුන්නේය.,correct
මහජනතාව නිරතුරුවම යහපත් ජීවන තත්ත්වයක් බලාපොරොත්තු වෙති.,correct
රජයේ නව ප්‍රතිපත්ති අද දින ක්‍රියාත්මක කරන ලදී.,correct
නගරයේ වෙළඳ පොළේ භාණ්ඩ මිල නිරතුරුවම වර්ධනය විය.,correct
උගත් පණ්ඩිතයන් ප්‍රඥාව මනාව පරිශීලනය කිරීම අවශ්‍ය විය.,correct
නව අධ්‍යාපන ක්‍රමයක් සම්බන්ධව පාසල්වල සාකච්ඡා විය.,correct
විශාල කර්මාන්ත ශාලා මෙරට තුළ වඩාත් ඵලදායී විය.,correct
ඔහුගේ කතාව දේශය තුළ විශාල ආලෝකයක් බවට පත්වූයේය.,correct
සතුරාගේ ක්‍රියාකාරකම් පිළිබඳව රහස් තොරතුරු දිගින් දිගටම ලැබුණි.,correct
සිසුන් විද්‍යාත්මක පරීක්ෂණ නිවැරදිව ඉදිරිපත් කළෝය.,correct
සෑම දෙයක්ම නියමිත කාලය තුළදී සාර්ථකව සම්පූර්ණ කළ යුතුය.,correct
ප්‍රදේශයේ ජනතාව නව අවස්ථා වෙනුවෙන් උත්සාහ කළෝය.,correct
විද්‍යාත්මක සංකල්ප දරුවන්ගේ දැනුම වඩාත් පුළුල් කළේය.,correct
ජාතික සංස්කෘතිය වෙනුවෙන් විශේෂ සම්මන්ත්‍රණයක් පැවැත්වෙනු ඇත.,correct
ලෝකයේ පවතින ප්‍රශ්න ගැඹුරින් අධ්‍යයනය කෙරේ.,correct
සෙනෙහස අපගේ ජීවිතයට සැමදා සතුටක් ලබාදෙන්නේය.,correct
අපගේ උරුමය සුරැකීම සෑමගේම ප්‍රධාන වගකීමක් විය.,correct
ගෞරවය සහ උපහාරය සියලු දේශපාලඥයන්ට හිමි විය.,correct
නව තාක්ෂණික දැනුම සෑම අංශයක්ම වෙත පැතිරේ.,correct
යහපත් පාලනයක් නිරතුරුවම ජනතාවගේ දේ සැලකිල්ලට ගනී.,correct
ගුරුවරයා ඊයේ පාඩම විචිත්‍ර ලෙස ඉගැන්වීය.,correct
මිනිසුන් නිරතුරුව ධර්මය පිළිගන්නවා වෙති.,correct
සභාවක් හෙට රාජ්‍යය වෙත පත් කරන ලදී.,correct
උන්වහන්සේ නිතර විශාල ග්‍රන්ථයක් නිර්මාණය කළසේක.,correct
සිසුහු දෛනිකව ක්‍රීඩාවේ දක්ෂතාව පෙන්වූහ.,correct
නගරය පෙරේදා ධනවත් ව්‍යාපාරිකයෙකු විය.,correct
ජනතාව නිතර දුක්ඛිත තත්ත්වයන්ට මුහුණ දුන්හ.,correct
ප්‍රගතිය සැමදා ලෝකයේ සඳහා යෙදේ.,correct
භික්ෂූන් ඊයේ නිශ්ශබ්දව ධර්මය සාකච්ඡා කළහ.,correct
අධිකාරිය අද නව නීති ක්‍රියාත්මක කෙළේය.,correct
ඔහුගේ ඊයේ විද්‍යාත්මක ගවේෂණය දියුණු විය.,correct
ප්‍රදේශවාසීහු ඉදිරියේදී සහනය සැලසූහ.,correct
තරු නිරතුරුව අහසේ දීප්තිමත්ව දිස් විය.,correct
කවියෝ සැමදා මනෝභාවයන් අලංකාරව නිරූපණය කළහ.,correct
රජතුමා ඊයේ සාමය වෙත දැක්මක් ඇත.,correct
පන්සලෙහි නිතර භික්ෂූන් ධර්මය උගන්වති.,correct
නැවියන් පෙරේදා මුහුදේ යාත්‍රාවක් පැදවූහ.,correct
මහජනතාව ඊයේ සිය අවශ්‍යතා සඳහා සටන් කළෝය.,correct
සිදුවීම් දෛනිකව අදහාගත නොහැකිව වාර්තා විය.,correct
ව්‍යාපෘති හෙට විශාල සංවර්ධන ඇරඹෙනු ඇත.,correct
අවධානය හෙට ගෞරවය ඔහුට ලැබෙනු ඇත.,correct
උත්සාහයන් නිරතුරුව ලෝකයේ සාමය වෙත යොදවයි.,correct
ගායකයා ඊයේ ජනප්‍රිය ගීතයක් ගැයීය.,correct
විදුහල්පතිතුමා අද අළුතින් පාසල වෙත ආවේය.,correct
විමර්ශනයක් ඊයේ ගැඹුරු ප්‍රශ්න පිළිබඳව පැවැත්වූහ.,correct
ව්‍යාපාරය ඉදිරියේදී ඔවුන්ගේ නව සාර්ථක විය.,correct
සියලු සාමාජිකයින් අද රැස්වීම වෙත පැමිණියේය.,correct
ආයතන සැමදා රාජ්‍ය ඵලදායී විය යුතුය.,correct
අධ්‍යාපනය නිරතුරුව නිදහස් දීමනාවක් වන්නේය.,correct
තාක්ෂණය වේගයෙන් ලෝකය වෙත පැතිරෙන්නේය.,correct
ගිවිසුම් පෙරේදා පුරාණ අවලංගු විය.,correct
චිත්‍රයක් ඊයේ කලාකරුවා නිර්මාණය කළේය.,correct
සංස්කෘතිය සැමදා දේශීය සුරැකීම වැදගත්ය.,correct
හානියක් ඊයේ භූමිකම්පාව හේතුවෙන් සිදුවිය.,correct
වෛද්‍යවරයා අද රෝගියා පරීක්ෂා කළේය.,correct
නිලධාරීහු ඉදිරියේදී විශේෂ කාර්යයක් සඳහා පත් කරන ලදී.,correct
සේවය සැමදා රාජ්‍ය සතුටින් ඉටු කළෝය.,correct
සුළඟක් හෙට රාත්‍රියේදී ප්‍රබල හමනු ඇත.,correct
වර්ෂාව නිරතුරුව කඳුකරයේ පතිත වන්නේය.,correct
ආකල්ප සැමදා යහපත් සමාජයට වැදගත් විය.,correct
විනය සැමදා ක්‍රියාත්මක විය යුතුය.,correct
සභාව ඊයේ නව ව්‍යවස්ථාවක් පිළිගනු ලැබීය.,correct
වෙළඳාම දෛනිකව විදේශ වෙළඳපොළ වෙත විහිදෙන්නේය.,correct
යුද්ධ නිරතුරුව අතීතයේදී රජවරු කළෝය.,correct
ප්‍රගතිය සැමදා විද්‍යාත්මකව සහනයක් ලබාදෙන්නේය.,correct
ජනතාව ඊයේ ග්‍රාමීය නගරය බලා ගියෝය.,correct
පක්ෂ අද දේශපාලන අදහස් ප්‍රකාශ කළේය.,correct
සභාපතිවරයා හෙට නව කාර්යයන් ආරම්භ කරනු ඇත.,correct
ඉතිහාසය සැමදා අනාගතයට පාඩම් උගන්වන්නේය.,correct
ගුරුවරයා නිරතුරුව සිසුන් වෙත දැනුම ලබාදුන්නේය.,correct
වැඩ ඊයේ සියලු කාර්යාලයේදී පහසු විය.,correct
පරීක්ෂණ පෙරේදා විද්‍යාත්මකව පවත්වන ලදී.,correct
ඔවුන් සවස විවේක කාලයේදී සාකච්ඡා කළහ.,correct
ප්‍රගතිය සැමදා රාජ්‍යයේ සැපතක් විය.,correct
සෙනෙහස සැමදා අපගේ ජීවිතයට සුවයක් ලබාදෙයි.,correct
තොරතුරු දෛනිකව පුවත්පත් මගින් ලැබෙන්නේය.,correct
නිර්භීතකම ඊයේ ඔහුගේ විසින් ප්‍රශංසා විය.,correct
උත්සාහය අද අපගේ සාර්ථකත්වයට හේතු විය.,correct
නිර්මාණය සැමදා අතිශය කලාත්මක විය යුතුය.,correct
ආයෝජන නිරතුරුව විදේශ මෙරටට පැමිණියේය.,correct
ජාතියම ඊයේ සමස්ත එක්සත් බව පෙන්වූහ.,correct
පිළිමයක් අද විහාරය වෙත පත් කෙරින.,correct
උත්සවයක් සැමදා අලුත් වසරකදී පැවැත්වේ.,correct
ප්‍රඥාව නිරතුරුව ඔබ මනාව පරිශීලනය කළේය.,correct
තොරතුරු සැමදා රහස් නිලධාරීන් දන්නේය.,correct
දුම්රිය ඊයේ පාරක් මෙම ප්‍රදේශය වෙත තිබුණි.,correct
පවුල් නිරතුරුව සියලු සන්තෝෂයෙන් ජීවත් වෙති.,correct
වර්ණ ඊයේ විචිත්‍රවත් පින්තූරය වෙත එකතු විය.,correct
මණ්ඩලය අද කාර්ය සූදානම් විය.,correct
සංශෝධන හෙට නව පාර්ලිමේන්තුවේදී සාකච්ඡා විය.,correct
දක්ෂතාවය නිසා ඔහු ඉදිරියේදී ඉහළට යනු ඇත.,correct
ලේකම්වරයා දෛනිකව වාර්තා සකස් කළේය.,correct
ඔවුන් අද නිර්භීතව සත්‍යය සෙවූහ.,correct
ගුරුවරයා නිතර නව පාඩම් ඉගැන්වීය.,correct
දරුවෝ සවස ගමේ ක්‍රීඩා කළහ.,correct
මහජනතාව නිරතුරුව යහපත් පාලනයක් පැතූහ.,correct
සූර්යයා සවස දිප්තිමත්ව බැබළුණේය.,correct
අධිකාරිය ඊයේ නව නීති ප්‍රකාශ කළේය.,correct
ප්‍රදේශවාසීහු නිරතුරුව සහනය සැලසූහ.,correct
නගරය පෙරේදා විශාල හානියක් වින්දේය.,correct
වෛද්‍යවරයා අද දින රෝගියා පරීක්ෂා කළේය.,correct
නිලධාරීහු ඉදිරියේදී විශේෂ කාර්යයන් ඉටු කළහ.,correct
රාජ්‍ය සේවය සැමදා සතුටින් ඉටු කළෝය.,correct
ව්‍යවස්ථාවක් ඊයේ පාර්ලිමේන්තුවේ පිළිගනු ලැබීය.,correct
වෙළඳාම අද විදේශ වෙළඳපොළ වෙත විහිදෙන්නේය.,correct
